"","MetabID","NameANDPutName","Name","Formula","MW","RT","KEGGPathways","PutaID_Formula","PutaID_MzColudHits","PutaID_MassHits","PutaID_KEGG","PutaID_Chemspider","PutaID_BioCyc_asName"," PutaID_BioCyc_asPathw"
"52","368.16395_1.368","S_AB-FUBINACA","S_AB-FUBINACA","C15 H24 N6 O3 S","368.16395","1.368","","C16 H35 O P3 S_ppm:4.91_Ifit:87MatchedIso.:2; C14 H30 N2 O5 P2_ppm:2.6_Ifit:84MatchedIso.:2; C11 H24 N6 O8_ppm:-4.37_Ifit:66MatchedIso.:2; C23 H20 N4 O_ppm:0.66_Ifit:71MatchedIso.:2; C21 H25 N2 O2 P_ppm:-3.83_Ifit:76MatchedIso.:2; C19 H28 O5 S_ppm:-4.86_Ifit:81MatchedIso.:2; C15 H34 N2 P2 S2_ppm:0.25_Ifit:84MatchedIso.:2; C15 H26 N6 O P2_ppm:-1.03_Ifit:86MatchedIso.:2; C13 H29 N4 O4 P S_ppm:-2.06_Ifit:79MatchedIso.:2; C15 H24 N6 O3 S_ppm:2.43_Ifit:85MatchedIso.:2","PutID_Mz_AB-FUBINACA_simScore:93.4; Testosterone sulfate_simScore:98.2","","","PutID_ChemS_35015121_:1,3-Dimethoxy-2-(3-methyl-2-buten-1-yl)-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-9-ol_ppm:-0.002; 59693695_:(9xi,14xi,17beta)-3-Oxoandrost-4-en-17-yl hydrogen sulfate_ppm:0.002; 4944685_:4-{[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]oxy}-9-methoxy-7H-furo[3,2-g]chromen-7-one_ppm:-0.002; 9134771_:(2E)-1-[2-Hydroxy-4,6-dimethoxy-3-(3-methyl-2-buten-1-yl)phenyl]-3-(4-hydroxyphenyl)-2-propen-1-one_ppm:-0.002; 209728_:4,4-Bis[4-(acetyloxy)phenyl]3-hexanone_ppm:-0.002; 106493_:(17beta)-3-Oxoandrost-4-en-17-yl hydrogen sulfate_ppm:0.002; 12074_:Dehydroepiandrosterone sulfate_ppm:0.002","PutID_BioCyc_4'-O-methylxanthohumol_ID:CPD-19810_ppm:4.292; 2',4-dihydroxy-4',6'-dimethoxy-3'-prenylchalcone_ID:CPD-7122_ppm:4.292; 3-β-hydroxyandrost-5-en-17-one 3-sulfate_ID:BETA-HYDROXYANDROST-5-EN-17-ONE-3-SULFAT_ppm:-4.864",""
"53","340.20709_1.37","","","C19 H32 O3 S","340.20709","1.37","","C12 H24 N10 O2_ppm:-3.76_Ifit:55MatchedIso.:2; C12 H32 N6 O S2_ppm:-2.38_Ifit:42MatchedIso.:3; C13 H35 N4 P3_ppm:-1.07_Ifit:66MatchedIso.:2; C21 H29 N2 P_ppm:0.75_Ifit:69MatchedIso.:3; C19 H34 O P2_ppm:-4.11_Ifit:79MatchedIso.:3; C13 H33 N4 O2 P S_ppm:2.67_Ifit:62MatchedIso.:4; C19 H32 O3 S_ppm:-0.37_Ifit:77MatchedIso.:5","","","","","",""
"54","248.05163_1.372","","","C6 H4 N10 O2","248.05163","1.372","","C13 H14 O P2_ppm:-1.44_Ifit:56MatchedIso.:2; C12 H13 N2 P S_ppm:-8.36_Ifit:59MatchedIso.:2; C9 H12 O8_ppm:-6.4_Ifit:70MatchedIso.:2; C4 H9 N8 O3 P_ppm:-7.63_Ifit:71MatchedIso.:2; C6 H4 N10 O2_ppm:-0.96_Ifit:80MatchedIso.:2","","","","","",""
"55","262.0648_1.374","","","","262.0648","1.374","","","","","","","",""
"56","261.0684_1.375","","","","261.0684","1.375","","","","","","","",""
"57","228.08058_1.376","","","C13 H13 N2 P","228.08058","1.376","","C13 H13 N2 P_ppm:-4.63_Ifit:67MatchedIso.:2","","","","","",""
"58","316.13307_1.383","PutID_ChemS_8194268_:7-Chloro-5-[3-(methylamino)propyl]-10,11-dihydro-5H-dibenzo[b,f]azepin-2-ol_ppm:0.001","","C9 H25 N4 O4 P S","316.13307","1.383","","C10 H26 N2 O5 P2_ppm:4.35_Ifit:73MatchedIso.:2; C11 H20 N6 O3 S_ppm:4.15_Ifit:75MatchedIso.:2; C19 H16 N4 O_ppm:2.08_Ifit:55MatchedIso.:2; C7 H20 N6 O8_ppm:-3.77_Ifit:61MatchedIso.:2; C17 H21 N2 O2 P_ppm:-3.15_Ifit:60MatchedIso.:2; C15 H24 O5 S_ppm:-4.35_Ifit:65MatchedIso.:2; C11 H22 N6 O P2_ppm:0.12_Ifit:74MatchedIso.:2; C9 H25 N4 O4 P S_ppm:-1.08_Ifit:74MatchedIso.:2","","","","PutID_ChemS_8194268_:7-Chloro-5-[3-(methylamino)propyl]-10,11-dihydro-5H-dibenzo[b,f]azepin-2-ol_ppm:0.001","",""
"59","276.06547_1.384","","","C11 H16 O6 S","276.06547","1.384","","C3 H12 N6 O9_ppm:-3.99_Ifit:100MatchedIso.:1; C15 H16 O S2_ppm:4.41_Ifit:35MatchedIso.:2; C5 H17 N4 O5 P S_ppm:-0.92_Ifit:50MatchedIso.:2; C15 H8 N4 O2_ppm:2.71_Ifit:63MatchedIso.:2; C7 H14 N6 O2 P2_ppm:0.46_Ifit:72MatchedIso.:2; C8 H8 N10 S_ppm:0.23_Ifit:80MatchedIso.:2; C13 H13 N2 O3 P_ppm:-3.28_Ifit:69MatchedIso.:2; C11 H16 O6 S_ppm:-4.66_Ifit:76MatchedIso.:2","","","","","",""
"60","312.17612_1.385","PutID_ChemS_35040_:4-Undecylbenzenesulfonic acid_ppm:0","","C17 H28 O3 S","312.17612","1.385","","C9 H24 N6 O6_ppm:1.23_Ifit:32MatchedIso.:2; C19 H25 N2 P_ppm:1.87_Ifit:73MatchedIso.:3; C17 H30 O P2_ppm:-3.43_Ifit:82MatchedIso.:3; C17 H28 O3 S_ppm:0.65_Ifit:73MatchedIso.:5","","","","PutID_ChemS_35040_:4-Undecylbenzenesulfonic acid_ppm:0","",""
"61","226.15703_1.386","PutID_ChemS_35014433_:2,6,10,10-Tetramethyl-1-oxaspiro[4.5]dec-6-ene-2,8-diol_ppm:0; 58829769_:(3E)-4-[(2R,4S)-2,4-Dihydroxy-2,6,6-trimethylcyclohexyl]-3-buten-2-one_ppm:0; 1376701_:(−)-trans-Methyl dihydrojasmonate_ppm:0","","C13 H22 O3","226.15703","1.386","","C13 H22 O3_ppm:0.58_Ifit:98MatchedIso.:2","","","","PutID_ChemS_35014433_:2,6,10,10-Tetramethyl-1-oxaspiro[4.5]dec-6-ene-2,8-diol_ppm:0; 58829769_:(3E)-4-[(2R,4S)-2,4-Dihydroxy-2,6,6-trimethylcyclohexyl]-3-buten-2-one_ppm:0; 1376701_:(−)-trans-Methyl dihydrojasmonate_ppm:0","",""
"62","272.10682_1.386","","","C9 H18 N6 P2","272.10682","1.386","","C5 H16 N6 O7_ppm:-4.51_Ifit:67MatchedIso.:2; C15 H17 N2 O P_ppm:-3.78_Ifit:65MatchedIso.:2; C7 H21 N4 O3 P S_ppm:-1.39_Ifit:64MatchedIso.:2; C8 H22 N2 O4 P2_ppm:4.93_Ifit:70MatchedIso.:2; C17 H12 N4_ppm:2.29_Ifit:51MatchedIso.:3; C9 H16 N6 O2 S_ppm:4.69_Ifit:55MatchedIso.:3; C9 H18 N6 P2_ppm:0.01_Ifit:65MatchedIso.:3","","","","","",""
"63","352.07872_1.386","PutID_ChemS_35032860_:3-{[(2Z)-3-(3,4-Dioxo-1,5-cyclohexadien-1-yl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylic acid_ppm:0.001; 26502476_:2,6-Diamino-10,10-dihydroxy-4-(hydroxymethyl)-3a,4,9,10-tetrahydro-1H,8H-pyrrolo[1,2-c]purin-9-yl hydrogen sulfate_ppm:0.001; 82667_:4-Methylumbelliferylglucuronide_ppm:0.001","","C19 H17 N2 O P S","352.07872","1.386","","C13 H8 N10 O3_ppm:1.8_Ifit:79MatchedIso.:2; C14 H19 N4 O P3_ppm:4.4_Ifit:86MatchedIso.:2; C16 H16 O9_ppm:-2.03_Ifit:91MatchedIso.:2; C11 H21 N4 O3 P S2_ppm:-1.56_Ifit:54MatchedIso.:3; C13 H16 N6 O2 S2_ppm:3.13_Ifit:59MatchedIso.:3; C17 H20 O4 S2_ppm:-4.49_Ifit:62MatchedIso.:3; C21 H12 N4 S_ppm:1.28_Ifit:77MatchedIso.:3; C12 H22 N2 O4 P2 S_ppm:3.32_Ifit:77MatchedIso.:3; C13 H18 N6 P2 S_ppm:-0.48_Ifit:81MatchedIso.:3; C19 H17 N2 O P S_ppm:-3.41_Ifit:82MatchedIso.:3","","","","PutID_ChemS_35032860_:3-{[(2Z)-3-(3,4-Dioxo-1,5-cyclohexadien-1-yl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylic acid_ppm:0.001; 26502476_:2,6-Diamino-10,10-dihydroxy-4-(hydroxymethyl)-3a,4,9,10-tetrahydro-1H,8H-pyrrolo[1,2-c]purin-9-yl hydrogen sulfate_ppm:0.001; 82667_:4-Methylumbelliferylglucuronide_ppm:0.001","",""
"64","295.07301_1.388","","","C10 H17 N O7 S","295.07301","1.388","","C5 H16 N9 P3_ppm:-3.86_Ifit:100MatchedIso.:1; C5 H14 N9 O2 P S_ppm:0.45_Ifit:80MatchedIso.:2; C13 H10 N7 P_ppm:-1.76_Ifit:89MatchedIso.:2; C10 H19 N O5 P2_ppm:-2.83_Ifit:91MatchedIso.:2; C12 H14 N3 O4 P_ppm:2.78_Ifit:94MatchedIso.:2; C11 H13 N5 O3 S_ppm:-3.04_Ifit:84MatchedIso.:3; C10 H17 N O7 S_ppm:1.49_Ifit:65MatchedIso.:4","","","","","",""
"65","312.10185_1.39","PutID_ChemS_22534_:clazolam_ppm:0.001","","C11 H26 N2 P2 S2","312.10185","1.39","","C7 H16 N6 O8_ppm:-3.56_Ifit:60MatchedIso.:2; C19 H12 N4 O_ppm:2.37_Ifit:71MatchedIso.:2; C17 H17 N2 O2 P_ppm:-2.93_Ifit:77MatchedIso.:2; C9 H23 N4 O2 P3_ppm:-4.92_Ifit:78MatchedIso.:2; C9 H21 N4 O4 P S_ppm:-0.84_Ifit:80MatchedIso.:2; C15 H20 O5 S_ppm:-4.15_Ifit:83MatchedIso.:2; C10 H22 N2 O5 P2_ppm:4.66_Ifit:85MatchedIso.:2; C11 H18 N6 O P2_ppm:0.38_Ifit:90MatchedIso.:2; C11 H16 N6 O3 S_ppm:4.46_Ifit:92MatchedIso.:2; C11 H26 N2 P2 S2_ppm:1.88_Ifit:93MatchedIso.:2","","","","PutID_ChemS_22534_:clazolam_ppm:0.001","PutID_BioCyc_(Z)-1-(L-cysteinyglycin-S-yl)-N-hydroxy-2-phenylethan-1-imine_ID:CPD-12385_ppm:3229.311","META:PWY-2821_glucosinolate biosynthesis from phenylalanine_ref:(Z)-1-(L-cysteinyglycin-S-yl)-N-hydroxy-2-phenylethan-1-imine_compoundUsed:21"
"66","298.16031_1.392","PutID_BioCyc_2-(4-sulfophenyl)decane_ID:CPD-16869_ppm:0.139","","C16 H26 O3 S","298.16031","1.392","","C9 H26 N6 O S2_ppm:-2.16_Ifit:39MatchedIso.:3; C16 H28 O P2_ppm:-4.13_Ifit:75MatchedIso.:3; C18 H23 N2 P_ppm:1.41_Ifit:76MatchedIso.:3; C16 H26 O3 S_ppm:0.14_Ifit:81MatchedIso.:5","","","","","PutID_BioCyc_2-(4-sulfophenyl)decane_ID:CPD-16869_ppm:0.139",""
"67","287.14177_1.393","","","","287.14177","1.393","","","","","","","",""
"68","251.11922_1.396","PutID_BioCyc_N,N-dihydroxypentahomomethionine_ID:CPD-14040_ppm:0.343","","C10 H21 N O4 S","251.11922","1.396","","C12 H18 N3 O P_ppm:1.86_Ifit:69MatchedIso.:2; C10 H23 N O2 P2_ppm:-4.73_Ifit:79MatchedIso.:2; C11 H17 N5 S_ppm:-4.98_Ifit:71MatchedIso.:3; C10 H21 N O4 S_ppm:0.34_Ifit:73MatchedIso.:3","","","","","PutID_BioCyc_N,N-dihydroxypentahomomethionine_ID:CPD-14040_ppm:0.343","META:PWYQT-4474_glucosinolate biosynthesis from pentahomomethionine_ref:N,N-dihydroxypentahomomethionine_compoundUsed:2"
"69","288.10161_1.397","S_Telmisartan","S_Telmisartan","C9 H16 N6 O3 S","288.10161","1.397","","C5 H16 N6 O8_ppm:-4.7_Ifit:100MatchedIso.:1; C17 H20 S2_ppm:3.35_Ifit:42MatchedIso.:3; C17 H12 N4 O_ppm:1.72_Ifit:71MatchedIso.:2; C8 H22 N2 O5 P2_ppm:4.21_Ifit:66MatchedIso.:2; C7 H21 N4 O4 P S_ppm:-1.76_Ifit:53MatchedIso.:2; C9 H18 N6 O P2_ppm:-0.44_Ifit:74MatchedIso.:2; C15 H17 N2 O2 P_ppm:-4.02_Ifit:78MatchedIso.:2; C9 H16 N6 O3 S_ppm:3.98_Ifit:74MatchedIso.:2","PutID_Mz_Telmisartan_simScore:86.2","","","PutID_ChemS_23551_:Tetrazepam_ppm:0.001","",""
"70","287.02714_1.398","","","C6 H15 N3 O4 P2 S","287.02714","1.398","","C3 H9 N7 O7 S_ppm:-4.43_Ifit:98MatchedIso.:2; C5 H6 N9 O4 P_ppm:-3.11_Ifit:51MatchedIso.:2; C14 H11 N O2 P2_ppm:2.24_Ifit:71MatchedIso.:2; C10 H9 N O9_ppm:-2.05_Ifit:88MatchedIso.:2; C5 H14 N5 O3 P S2_ppm:-1.48_Ifit:52MatchedIso.:3; C7 H9 N7 O2 S2_ppm:4.28_Ifit:66MatchedIso.:3; C15 H5 N5 S_ppm:2.01_Ifit:73MatchedIso.:3; C13 H10 N3 O P S_ppm:-3.75_Ifit:79MatchedIso.:3; C7 H11 N7 P2 S_ppm:-0.15_Ifit:81MatchedIso.:3; C6 H15 N3 O4 P2 S_ppm:4.51_Ifit:73MatchedIso.:3","","","","","",""
"71","270.05464_1.399","","","C8 H10 N6 O3 S","270.05464","1.399","","C16 H14 S2_ppm:3.51_Ifit:76MatchedIso.:2; C16 H6 N4 O_ppm:1.77_Ifit:76MatchedIso.:2; C8 H20 N2 P2 S2_ppm:1.21_Ifit:80MatchedIso.:2; C8 H12 N6 O P2_ppm:-0.53_Ifit:79MatchedIso.:2; C6 H15 N4 O4 P S_ppm:-1.93_Ifit:59MatchedIso.:2; C14 H11 N2 O2 P_ppm:-4.35_Ifit:83MatchedIso.:2; C7 H16 N2 O5 P2_ppm:4.43_Ifit:70MatchedIso.:2; C8 H10 N6 O3 S_ppm:4.19_Ifit:80MatchedIso.:2","","","","","",""
"72","300.10161_1.399","S_Perfluoro-1-butanesulfonic acid (PFBS)","S_Perfluoro-1-butanesulfonic acid (PFBS)","C9 H22 N2 O5 P2","300.10161","1.399","","C18 H20 S2_ppm:3.21_Ifit:60MatchedIso.:2; C18 H12 N4 O_ppm:1.65_Ifit:60MatchedIso.:2; C16 H17 N2 O2 P_ppm:-3.86_Ifit:66MatchedIso.:2; C6 H16 N6 O8_ppm:-4.51_Ifit:50MatchedIso.:3; C10 H26 N2 P2 S2_ppm:1.14_Ifit:89MatchedIso.:2; C10 H18 N6 O P2_ppm:-0.42_Ifit:91MatchedIso.:2; C10 H16 N6 O3 S_ppm:3.82_Ifit:90MatchedIso.:2; C8 H21 N4 O4 P S_ppm:-1.69_Ifit:94MatchedIso.:2; C9 H22 N2 O5 P2_ppm:4.04_Ifit:97MatchedIso.:2","PutID_Mz_Perfluoro-1-butanesulfonic acid (PFBS)_score:84.7","","","PutID_ChemS_28547_:stresam_ppm:0.001","",""
"73","188.04918_1.4","PutID_BioCyc_mercaptohistidine_ID:CPD-17094_ppm:5358.348","","","188.04918","1.4","","","","","","","PutID_BioCyc_mercaptohistidine_ID:CPD-17094_ppm:5358.348",""
"74","326.07283_1.402","","","C16 H19 Cl O3 S","326.07283","1.402","","C15 H19 O4 P S_ppm:-4.09_Ifit:38MatchedIso.:3; C19 H11 N4 P_ppm:2.14_Ifit:69MatchedIso.:2; C17 H16 N2 O P2_ppm:-2.93_Ifit:73MatchedIso.:2; C8 H15 Cl N6 O6_ppm:-4.07_Ifit:39MatchedIso.:3; C12 H23 Cl N2 S3_ppm:5.04_Ifit:36MatchedIso.:5; C11 H21 Cl N2 O3 P2_ppm:3.8_Ifit:63MatchedIso.:4; C12 H15 Cl N6 O S_ppm:3.6_Ifit:58MatchedIso.:5; C10 H20 Cl N4 O2 P S_ppm:-1.47_Ifit:58MatchedIso.:4; C18 H16 Cl N2 P_ppm:-3.47_Ifit:77MatchedIso.:4; C16 H19 Cl O3 S_ppm:-4.64_Ifit:62MatchedIso.:5","","","","","",""
"75","294.09147_1.403","S_Myristyl sulfate","S_Myristyl sulfate","C9 H19 N4 O3 P S","294.09147","1.403","","C17 H15 N2 O P_ppm:-2.46_Ifit:65MatchedIso.:2; C15 H18 O4 S_ppm:-3.76_Ifit:70MatchedIso.:2; C19 H10 N4_ppm:3.16_Ifit:60MatchedIso.:2; C7 H14 N6 O7_ppm:-3.14_Ifit:81MatchedIso.:2; C11 H16 N6 P2_ppm:1.04_Ifit:87MatchedIso.:2; C9 H21 N4 O P3_ppm:-4.58_Ifit:92MatchedIso.:2; C9 H19 N4 O3 P S_ppm:-0.25_Ifit:91MatchedIso.:2","PutID_Mz_Myristyl sulfate_score:84.3","","","","",""
"76","354.05629_1.405","PutID_ChemS_4602_:Phenol red_ppm:0","","C19 H14 O5 S","354.05629","1.405","","C13 H25 O P3 S2_ppm:0.92_Ifit:40MatchedIso.:3; C12 H14 N6 O3 S2_ppm:-1.66_Ifit:36MatchedIso.:3; C12 H6 N10 O4_ppm:-2.99_Ifit:54MatchedIso.:3; C13 H17 N4 O2 P3_ppm:-0.41_Ifit:63MatchedIso.:3; C21 H11 N2 O2 P_ppm:1.35_Ifit:73MatchedIso.:3; C19 H16 O3 P2_ppm:-3.32_Ifit:83MatchedIso.:3; C14 H11 N8 P S_ppm:-0.59_Ifit:66MatchedIso.:4; C13 H15 N4 O4 P S_ppm:3.19_Ifit:67MatchedIso.:4; C20 H10 N4 O S_ppm:-3.5_Ifit:77MatchedIso.:4; C19 H14 O5 S_ppm:0.28_Ifit:74MatchedIso.:4","","","","PutID_ChemS_4602_:Phenol red_ppm:0","PutID_BioCyc_5-amino-6-(5-phospho-D-ribosylamino)uracil_ID:CPD-602_ppm:-3.878","META:RIBOSYN2-PWY_flavin biosynthesis I (bacteria and plants)_ref:5-amino-6-(5-phospho-D-ribosylamino)uracil_compoundUsed:17"
"77","290.08097_1.411","PutID_ChemS_15600514_:3-[3-(4-Chlorophenoxy)phenyl]-1,1-dimethylurea_ppm:0.001","","C8 H14 N6 O4 S","290.08097","1.411","","C4 H14 N6 O9_ppm:-4.32_Ifit:86MatchedIso.:2; C16 H18 O S2_ppm:3.68_Ifit:35MatchedIso.:2; C16 H10 N4 O2_ppm:2.06_Ifit:64MatchedIso.:2; C14 H15 N2 O3 P_ppm:-3.64_Ifit:72MatchedIso.:2; C6 H19 N4 O5 P S_ppm:-1.39_Ifit:61MatchedIso.:3; C8 H16 N6 O2 P2_ppm:-0.08_Ifit:81MatchedIso.:2; C12 H18 O6 S_ppm:-4.95_Ifit:73MatchedIso.:3; C7 H20 N2 O6 P2_ppm:4.53_Ifit:75MatchedIso.:3; C8 H14 N6 O4 S_ppm:4.31_Ifit:76MatchedIso.:3","","","","PutID_ChemS_15600514_:3-[3-(4-Chlorophenoxy)phenyl]-1,1-dimethylurea_ppm:0.001","PutID_BioCyc_5-aminomethyl-2-thiouridine_ID:CPD-19986_ppm:3473.967",""
"78","258.09126_1.414","","","C8 H16 N6 P2","258.09126","1.414","","C4 H14 N6 O7_ppm:-4.4_Ifit:100MatchedIso.:1; C16 H10 N4_ppm:2.77_Ifit:70MatchedIso.:2; C6 H19 N4 O3 P S_ppm:-1.11_Ifit:66MatchedIso.:2; C14 H15 N2 O P_ppm:-3.64_Ifit:77MatchedIso.:2; C8 H16 N6 P2_ppm:0.36_Ifit:85MatchedIso.:2","","","","","",""
"79","286.0861_1.414","S_16α-Hydroxyestrone","S_16α-Hydroxyestrone","C13 H18 O5 S","286.0861","1.414","","C5 H14 N6 O8_ppm:-4.22_Ifit:100MatchedIso.:1; C7 H19 N4 O4 P S_ppm:-1.25_Ifit:54MatchedIso.:2; C8 H20 N2 O5 P2_ppm:4.75_Ifit:65MatchedIso.:2; C9 H16 N6 O P2_ppm:0.07_Ifit:72MatchedIso.:2; C9 H24 N2 P2 S2_ppm:1.71_Ifit:73MatchedIso.:2; C9 H14 N6 O3 S_ppm:4.53_Ifit:73MatchedIso.:2; C17 H18 S2_ppm:3.89_Ifit:79MatchedIso.:2; C17 H10 N4 O_ppm:2.25_Ifit:80MatchedIso.:2; C15 H15 N2 O2 P_ppm:-3.53_Ifit:86MatchedIso.:2; C13 H18 O5 S_ppm:-4.86_Ifit:90MatchedIso.:2","PutID_Mz_16α-Hydroxyestrone_simScore:87.9","","","PutID_ChemS_30816_:Ethofumesate_ppm:0.001","",""
"80","299.13637_1.419","","","C8 H22 N5 O5 P","299.13637","1.419","","C8 H22 N5 O5 P_ppm:1.71_Ifit:100MatchedIso.:1","","","","","",""
"81","210.0926_1.42","PutID_ChemS_29097_:UNII:8NX2133F3J_ppm:0","","C8 H18 O4 S","210.0926","1.42","","C10 H15 N2 O P_ppm:1.9_Ifit:82MatchedIso.:2; C8 H18 O4 S_ppm:0.09_Ifit:52MatchedIso.:5","","","","PutID_ChemS_29097_:UNII:8NX2133F3J_ppm:0","PutID_BioCyc_2-ethylhexyl sulfate_ID:CPD-19092_ppm:0.087",""
"82","201.06852_1.421","","","","201.06852","1.421","","","","","","","",""
"83","229.13157_1.424","PutID_ChemS_30776694_:(3S)-3-[(2E)-2-Butenoyloxy]-4-(trimethylammonio)butanoate_ppm:0","","C11 H19 N O4","229.13157","1.424","","C11 H19 N O4_ppm:0.73_Ifit:85MatchedIso.:2","","","","PutID_ChemS_30776694_:(3S)-3-[(2E)-2-Butenoyloxy]-4-(trimethylammonio)butanoate_ppm:0","",""
"84","218.05971_1.427","","","C5 H12 N6 P2","218.05971","1.427","","C5 H12 N6 P2_ppm:-0.74_Ifit:90MatchedIso.:2","","","","","",""
"85","260.10666_1.434","","","C8 H18 N6 P2","260.10666","1.434","","C8 H16 N6 O2 S_ppm:4.28_Ifit:41MatchedIso.:3; C14 H17 N2 O P_ppm:-4.59_Ifit:48MatchedIso.:3; C8 H18 N6 P2_ppm:-0.62_Ifit:74MatchedIso.:3","","","","","",""
"86","270.14684_1.438","","","C14 H22 O5","270.14684","1.438","","C8 H23 N4 O4 P_ppm:4.23_Ifit:37MatchedIso.:2; C15 H26 S2_ppm:-2.8_Ifit:41MatchedIso.:2; C15 H18 N4 O_ppm:-4.54_Ifit:60MatchedIso.:3; C14 H22 O5_ppm:0.41_Ifit:84MatchedIso.:3","","","","","",""
"87","304.09663_1.44","PutID_BioCyc_5-methylaminomethyl-2-thiouridine_ID:5-METHYLAMINOMETHYL-2-THIOURIDINE_ppm:3313.883","","C8 H22 N2 O6 P2","304.09663","1.44","","C17 H20 O S2_ppm:3.54_Ifit:53MatchedIso.:2; C17 H12 N4 O2_ppm:1.99_Ifit:54MatchedIso.:2; C15 H17 N2 O3 P_ppm:-3.44_Ifit:58MatchedIso.:2; C13 H20 O6 S_ppm:-4.69_Ifit:63MatchedIso.:2; C10 H12 N10 S_ppm:-0.26_Ifit:71MatchedIso.:2; C5 H16 N6 O9_ppm:-4.09_Ifit:74MatchedIso.:2; C9 H16 N6 O4 S_ppm:4.14_Ifit:74MatchedIso.:2; C9 H18 N6 O2 P2_ppm:-0.05_Ifit:76MatchedIso.:2; C7 H21 N4 O5 P S_ppm:-1.3_Ifit:78MatchedIso.:2; C8 H22 N2 O6 P2_ppm:4.35_Ifit:79MatchedIso.:2","","","","","PutID_BioCyc_5-methylaminomethyl-2-thiouridine_ID:5-METHYLAMINOMETHYL-2-THIOURIDINE_ppm:3313.883",""
"88","654.3091_1.441","","","C35 H47 N2 O8 P","654.3091","1.441","","C37 H39 N10 P_ppm:-0.89_Ifit:77MatchedIso.:3; C32 H53 N2 O6 P3_ppm:-3.9_Ifit:74MatchedIso.:3; C38 H38 N8 O3_ppm:3.68_Ifit:78MatchedIso.:3; C29 H50 O16_ppm:-1.21_Ifit:84MatchedIso.:3; C40 H47 O6 P_ppm:-2.95_Ifit:77MatchedIso.:3; C30 H46 N4 O12_ppm:-3.25_Ifit:81MatchedIso.:3; C34 H48 N4 O5 P2_ppm:-1.37_Ifit:79MatchedIso.:3; C36 H43 N6 O4 P_ppm:1.15_Ifit:80MatchedIso.:3; C33 H52 O9 P2_ppm:0.67_Ifit:82MatchedIso.:3; C35 H47 N2 O8 P_ppm:3.2_Ifit:83MatchedIso.:3","","","","","",""
"89","187.05284_1.447","","","","187.05284","1.447","","","","","","","",""
"90","259.11026_1.448","S_N'1,N'3-Bis[(2,2-dimethylpropanoyl)oxy]-5-methylbenzene-1,3-dicarboximidamide","S_N'1,N'3-Bis[(2,2-dimethylpropanoyl)oxy]-5-methylbenzene-1,3-dicarboximidamide","","259.11026","1.448","","","PutID_Mz_N'1,N'3-Bis[(2,2-dimethylpropanoyl)oxy]-5-methylbenzene-1,3-dicarboximidamide_simScore:97.6","","","","",""
"91","241.92087_1.449","","","C6 H4 Cl2 O4 S","241.92087","1.449","","C6 H N2 O3 P3_ppm:3.58_Ifit:93MatchedIso.:2; C4 H4 O6 P2 S_ppm:2.01_Ifit:79MatchedIso.:2; C8 H3 Br O4_ppm:-2.49_Ifit:41MatchedIso.:4; C6 H8 Cl P S3_ppm:-2.31_Ifit:66MatchedIso.:4; C8 H Cl2 N2 O P_ppm:2.12_Ifit:79MatchedIso.:5; C6 H6 Cl2 O2 P2_ppm:-4.71_Ifit:86MatchedIso.:5; C6 H4 Cl2 O4 S_ppm:0.55_Ifit:86MatchedIso.:5","","","","","",""
"92","457.11862_1.451","","","C19 H21 N7 O3 P2","457.11862","1.451","","C15 H19 N7 O10_ppm:-1.57_Ifit:47MatchedIso.:3; C26 H16 N7 P_ppm:-4.07_Ifit:65MatchedIso.:3; C23 H23 N O7 S_ppm:-1.97_Ifit:42MatchedIso.:4; C27 H15 N5 O3_ppm:2.47_Ifit:56MatchedIso.:3; C24 H19 N5 O3 S_ppm:-4.9_Ifit:44MatchedIso.:4; C16 H30 N O8 P3_ppm:0.43_Ifit:58MatchedIso.:3; C25 H20 N3 O4 P_ppm:-1.14_Ifit:63MatchedIso.:3; C23 H25 N O5 P2_ppm:-4.76_Ifit:69MatchedIso.:3; C17 H26 N5 O4 P3_ppm:-2.5_Ifit:70MatchedIso.:3; C19 H21 N7 O3 P2_ppm:1.12_Ifit:79MatchedIso.:3","","","","","",""
"93","412.06184_1.453","","","C21 H16 O7 S","412.06184","1.453","","C17 H14 N6 O3 P2_ppm:3.84_Ifit:38MatchedIso.:2; C24 H9 N6 P_ppm:-1.91_Ifit:47MatchedIso.:3; C15 H27 O3 P3 S2_ppm:0.97_Ifit:32MatchedIso.:3; C16 H13 N8 O2 P S_ppm:-0.33_Ifit:32MatchedIso.:3; C23 H13 N2 O4 P_ppm:1.33_Ifit:41MatchedIso.:2; C22 H12 N4 O3 S_ppm:-2.83_Ifit:33MatchedIso.:3; C21 H18 O5 P2_ppm:-2.68_Ifit:42MatchedIso.:2; C25 H18 P2 S_ppm:3.4_Ifit:41MatchedIso.:5; C15 H17 N4 O6 P S_ppm:2.92_Ifit:38MatchedIso.:4; C21 H16 O7 S_ppm:0.41_Ifit:42MatchedIso.:4","","","","","",""
